ID;UF;Região;Mês;Genero;Faixa etária;Nivel de graduação;Área de graduação;Empresa;Perfil;Curso;Tipo C H;Carga horária;Tipo de Curso;Turma;Status
MT700;RN;Nordeste;4;Feminino;18-29;Graduação;Ciências Extas;Lua;Empresário;Conhecimento Gerais;EaD;2;Curta duração;T1/32;Aprovado
MT701;AM;Norte;4;Masculino;40-49;Ens. Médio;NI;Sol;Público;Conhecimento Gerais;EaD;2;Curta duração;T1/33;Aprovado
MT702;SC;Sul;4;Feminino;30-39;Graduação;Administração;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/34;Não Iniciado
MT703;PR;Sul;4;Masculino;50-59;Ens. Médio;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/35;Aprovado
MT704;MG;Sudeste;1;Feminino;18-29;NI;Técnologia ;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/36;Reprovado
MT705;SP;Sudeste;1;Masculino;40-49;Graduação;Educação;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/37;Não Iniciado
MT706;BA;Nordeste;1;Feminino;30-39;Ens. Médio;Saúde;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/38;Aprovado
MT707;PR;Sul;2;Masculino;50-59;Graduação;NI;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/39;Aprovado
MT708;MG;Sudeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/40;Aprovado
MT709;SP;Sudeste;2;Masculino;40-49;NI;NI;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/41;Não Iniciado
MT710;RN;Nordeste;3;Feminino;30-39;Pós Graduação;Ciências Extas;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/42;Aprovado
MT711;RN;Nordeste;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/43;Reprovado
MT712;RS;Sul;3;Feminino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/44;Não Iniciado
MT713;SC;Sul;3;Masculino;40-49;Graduação;Ciências Humas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/45;Aprovado
MT714;PR;Sul;3;Feminino;30-39;Pós Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/46;Aprovado
MT715;MG;Sudeste;3;Masculino;50-59;NI;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/47;Aprovado
MT716;SP;Sudeste;3;Feminino;18-29;Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/48;Não Iniciado
MT717;BA;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/49;Aprovado
MT718;PR;Sul;2;Feminino;30-39;NI;Ciências Extas;Lua;Empresário;Conhecimento Gerais;EaD;2;Curta duração;T1/50;Reprovado
MT719;MG;Sudeste;2;Masculino;50-59;Graduação;NI;Sol;Público;Conhecimento Gerais;EaD;2;Curta duração;T1/51;Não Iniciado
MT720;SP;Sudeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/52;Aprovado
MT721;RN;Nordeste;2;Masculino;40-49;Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/53;Aprovado
MT722;AM;Norte;2;Feminino;30-39;Ens. Médio;Ciências Extas;Sol;Estágiario;Conhecimento Gerais;EaD;2;Curta duração;T1/54;Aprovado
MT723;RS;Sul;2;Masculino;50-59;NI;Administração;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/55;Aprovado
MT724;SC;Sul;2;Feminino;18-29;Graduação;Ciências Humas;Lua;Estágiario;Conhecimento Gerais;EaD;2;Curta duração;T1/56;Aprovado
MT725;PR;Sul;2;Masculino;40-49;Ens. Médio;Técnologia ;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/57;Não Iniciado
MT726;RS;Sul;2;Masculino;50-59;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/55;Aprovado
MT727;SC;Sul;2;Feminino;18-29;Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/56;Aprovado
MT728;PR;Sul;2;Masculino;40-49;Ens. Médio;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/57;Não Iniciado
MT729;MG;Sudeste;2;Feminino;30-39;Graduação;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/58;Aprovado
MT730;SP;Sudeste;2;Masculino;50-59;Ens. Médio;Ciências Extas;Constelação;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/59;Reprovado
MT731;BA;Nordeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/60;Não Iniciado
MT732;PR;Sul;3;Masculino;40-49;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/17;Aprovado
MT733;MG;Sudeste;3;Feminino;30-39;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/18;Não Iniciado
MT734;SP;Sudeste;3;Masculino;50-59;Pós Graduação;NI;Cometa;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/19;Aprovado
MT735;RN;Nordeste;3;Feminino;30-39;Pós Graduação;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/20;Reprovado
MT736;RN;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/21;Não Iniciado
MT737;RS;Sul;3;Feminino;30-39;NI;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/22;Aprovado
MT738;SC;Sul;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/23;Aprovado
MT739;PR;Sul;3;Feminino;18-29;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/24;Aprovado
MT740;MG;Sudeste;3;Masculino;40-49;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/25;Não Iniciado
MT741;SP;Sudeste;2;Feminino;30-39;Graduação;Ciências Humas;Estrela;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/26;Aprovado
MT742;AM;Norte;2;Masculino;50-59;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/27;Reprovado
MT743;PR;Sul;2;Feminino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/28;Não Iniciado
MT744;MG;Sudeste;2;Masculino;40-49;Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/29;Aprovado
MT745;SP;Sudeste;4;Feminino;30-39;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/30;Aprovado
MT746;RN;Nordeste;4;Masculino;50-59;NI;NI;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/31;Aprovado
MT747;RN;Nordeste;4;Feminino;18-29;Graduação;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/32;Aprovado
MT748;RS;Sul;4;Masculino;40-49;Ens. Médio;NI;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/33;Aprovado
MT749;SC;Sul;4;Feminino;30-39;Graduação;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/34;Não Iniciado
MT750;PR;Sul;4;Masculino;50-59;Ens. Médio;Ciências Humas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/35;Aprovado
MT751;MG;Sudeste;1;Feminino;18-29;NI;Ciências Humas;Constelação;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/36;Reprovado
MT752;SP;Sudeste;1;Masculino;40-49;Graduação;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/37;Não Iniciado
MT753;RS;Sul;2;Masculino;50-59;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/55;Aprovado
MT754;SC;Sul;2;Feminino;18-29;Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/56;Aprovado
MT755;PR;Sul;2;Masculino;40-49;Ens. Médio;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/57;Não Iniciado
MT756;MG;Sudeste;2;Feminino;30-39;Graduação;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/58;Aprovado
MT757;SP;Sudeste;2;Masculino;50-59;Ens. Médio;Ciências Extas;Constelação;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/59;Reprovado
MT758;BA;Nordeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/60;Não Iniciado
MT759;PR;Sul;3;Masculino;40-49;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/17;Aprovado
MT760;MG;Sudeste;3;Feminino;30-39;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/18;Não Iniciado
MT761;SP;Sudeste;3;Masculino;50-59;Pós Graduação;NI;Cometa;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/19;Aprovado
MT762;RN;Nordeste;3;Feminino;30-39;Pós Graduação;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/20;Reprovado
MT763;RN;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/21;Não Iniciado
MT764;RS;Sul;3;Feminino;30-39;NI;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/22;Aprovado
MT765;SC;Sul;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/23;Aprovado
MT766;PR;Sul;3;Feminino;18-29;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/24;Aprovado
MT767;MG;Sudeste;3;Masculino;40-49;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/25;Não Iniciado
MT768;SP;Sudeste;2;Feminino;30-39;Graduação;Ciências Humas;Estrela;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/26;Aprovado
MT769;AM;Norte;2;Masculino;50-59;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/27;Reprovado
MT770;PR;Sul;2;Feminino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/28;Não Iniciado
MT771;MG;Sudeste;2;Masculino;40-49;Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/29;Aprovado
MT772;SP;Sudeste;4;Feminino;30-39;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/30;Aprovado
MT773;RN;Nordeste;4;Masculino;50-59;NI;NI;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/31;Aprovado
MT774;RN;Nordeste;4;Feminino;18-29;Graduação;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/32;Aprovado
MT775;RS;Sul;4;Masculino;40-49;Ens. Médio;NI;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/33;Aprovado
MT776;SC;Sul;4;Feminino;30-39;Graduação;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/34;Não Iniciado
MT777;PR;Sul;4;Masculino;50-59;Ens. Médio;Ciências Humas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/35;Aprovado
MT778;MG;Sudeste;1;Feminino;18-29;NI;Ciências Humas;Constelação;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/36;Reprovado
MT779;SP;Sudeste;1;Masculino;40-49;Graduação;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/37;Não Iniciado
MT780;RS;Sul;2;Masculino;50-59;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/55;Aprovado
MT781;SC;Sul;2;Feminino;18-29;Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/56;Aprovado
MT782;PR;Sul;2;Masculino;40-49;Ens. Médio;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/57;Não Iniciado
MT783;MG;Sudeste;2;Feminino;30-39;Graduação;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/58;Aprovado
MT784;SP;Sudeste;2;Masculino;50-59;Ens. Médio;Ciências Extas;Constelação;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/59;Reprovado
MT785;BA;Nordeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/60;Não Iniciado
MT786;PR;Sul;3;Masculino;40-49;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/17;Aprovado
MT787;MG;Sudeste;3;Feminino;30-39;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/18;Não Iniciado
MT788;SP;Sudeste;3;Masculino;50-59;Pós Graduação;NI;Cometa;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/19;Aprovado
MT789;RN;Nordeste;3;Feminino;30-39;Pós Graduação;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/20;Reprovado
MT790;RN;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/21;Não Iniciado
MT791;RS;Sul;3;Feminino;30-39;NI;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/22;Aprovado
MT792;SC;Sul;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/23;Aprovado
MT793;PR;Sul;3;Feminino;18-29;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/24;Aprovado
MT794;MG;Sudeste;3;Masculino;40-49;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/25;Não Iniciado
MT795;SP;Sudeste;2;Feminino;30-39;Graduação;Ciências Humas;Estrela;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/26;Aprovado
MT796;AM;Norte;2;Masculino;50-59;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/27;Reprovado
MT797;PR;Sul;2;Feminino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/28;Não Iniciado
MT798;MG;Sudeste;2;Masculino;40-49;Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/29;Aprovado
MT799;SP;Sudeste;4;Feminino;30-39;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/30;Aprovado
MT800;RN;Nordeste;4;Masculino;50-59;NI;NI;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/31;Aprovado
MT801;RN;Nordeste;4;Feminino;18-29;Graduação;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/32;Aprovado
MT802;RS;Sul;4;Masculino;40-49;Ens. Médio;NI;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/33;Aprovado
MT803;SC;Sul;4;Feminino;30-39;Graduação;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/34;Não Iniciado
MT804;PR;Sul;4;Masculino;50-59;Ens. Médio;Ciências Humas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/35;Aprovado
MT805;MG;Sudeste;1;Feminino;18-29;NI;Ciências Humas;Constelação;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/36;Reprovado
MT806;SP;Sudeste;1;Masculino;40-49;Graduação;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/37;Não Iniciado
MT807;RS;Sul;2;Masculino;50-59;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/55;Aprovado
MT808;SC;Sul;2;Feminino;18-29;Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/56;Aprovado
MT809;PR;Sul;2;Masculino;40-49;Ens. Médio;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/57;Não Iniciado
MT810;MG;Sudeste;2;Feminino;30-39;Graduação;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/58;Aprovado
MT811;SP;Sudeste;2;Masculino;50-59;Ens. Médio;Ciências Extas;Constelação;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/59;Reprovado
MT812;BA;Nordeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/60;Não Iniciado
MT813;PR;Sul;3;Masculino;40-49;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/17;Aprovado
MT814;MG;Sudeste;3;Feminino;30-39;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/18;Não Iniciado
MT815;SP;Sudeste;3;Masculino;50-59;Pós Graduação;NI;Cometa;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/19;Aprovado
MT816;RN;Nordeste;3;Feminino;30-39;Pós Graduação;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/20;Reprovado
MT817;RN;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/21;Não Iniciado
MT818;RS;Sul;3;Feminino;30-39;NI;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/22;Aprovado
MT819;SC;Sul;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/23;Aprovado
MT820;PR;Sul;3;Feminino;18-29;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/24;Aprovado
MT821;MG;Sudeste;3;Masculino;40-49;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/25;Não Iniciado
MT822;SP;Sudeste;2;Feminino;30-39;Graduação;Ciências Humas;Estrela;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/26;Aprovado
MT823;AM;Norte;2;Masculino;50-59;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/27;Reprovado
MT824;PR;Sul;2;Feminino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/28;Não Iniciado
MT825;MG;Sudeste;2;Masculino;40-49;Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/29;Aprovado
MT826;SP;Sudeste;4;Feminino;30-39;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/30;Aprovado
MT827;RN;Nordeste;4;Masculino;50-59;NI;NI;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/31;Aprovado
MT828;RN;Nordeste;4;Feminino;18-29;Graduação;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/32;Aprovado
MT829;RS;Sul;4;Masculino;40-49;Ens. Médio;NI;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/33;Aprovado
MT830;SC;Sul;4;Feminino;30-39;Graduação;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/34;Não Iniciado
MT831;PR;Sul;4;Masculino;50-59;Ens. Médio;Ciências Humas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/35;Aprovado
MT832;MG;Sudeste;1;Feminino;18-29;NI;Ciências Humas;Constelação;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/36;Reprovado
MT833;SP;Sudeste;1;Masculino;40-49;Graduação;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/37;Não Iniciado
MT834;RS;Sul;2;Masculino;50-59;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/55;Aprovado
MT835;SC;Sul;2;Feminino;18-29;Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/56;Aprovado
MT836;PR;Sul;2;Masculino;40-49;Ens. Médio;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/57;Não Iniciado
MT837;MG;Sudeste;2;Feminino;30-39;Graduação;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/58;Aprovado
MT838;SP;Sudeste;2;Masculino;50-59;Ens. Médio;Ciências Extas;Constelação;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/59;Reprovado
MT839;BA;Nordeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/60;Não Iniciado
MT840;PR;Sul;3;Masculino;40-49;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/17;Aprovado
MT841;MG;Sudeste;3;Feminino;30-39;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/18;Não Iniciado
MT842;SP;Sudeste;3;Masculino;50-59;Pós Graduação;NI;Cometa;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/19;Aprovado
MT843;RN;Nordeste;3;Feminino;30-39;Pós Graduação;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/20;Reprovado
MT844;RN;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/21;Não Iniciado
MT845;RS;Sul;3;Feminino;30-39;NI;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/22;Aprovado
MT846;SC;Sul;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/23;Aprovado
MT847;PR;Sul;3;Feminino;18-29;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/24;Aprovado
MT848;MG;Sudeste;3;Masculino;40-49;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/25;Não Iniciado
MT849;SP;Sudeste;2;Feminino;30-39;Graduação;Ciências Humas;Estrela;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/26;Aprovado
MT850;AM;Norte;2;Masculino;50-59;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/27;Reprovado
MT851;PR;Sul;2;Feminino;18-29;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/28;Não Iniciado
MT852;MG;Sudeste;2;Masculino;40-49;Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/29;Aprovado
MT853;SP;Sudeste;4;Feminino;30-39;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/30;Aprovado
MT854;RN;Nordeste;4;Masculino;50-59;NI;NI;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/31;Aprovado
MT855;RN;Nordeste;4;Feminino;18-29;Graduação;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/32;Aprovado
MT856;RS;Sul;4;Masculino;40-49;Ens. Médio;NI;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/33;Aprovado
MT857;SC;Sul;4;Feminino;30-39;Graduação;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/34;Não Iniciado
MT858;PR;Sul;4;Masculino;50-59;Ens. Médio;Ciências Humas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/35;Aprovado
MT859;MG;Sudeste;1;Feminino;18-29;NI;Ciências Humas;Constelação;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/36;Reprovado
MT860;SP;Sudeste;1;Masculino;40-49;Graduação;NI;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/37;Não Iniciado
MT861;RS;Sul;2;Masculino;50-59;NI;Ciências Humas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/55;Aprovado
MT862;SC;Sul;2;Feminino;18-29;Graduação;Ciências Humas;Lua;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/56;Aprovado
MT863;PR;Sul;2;Masculino;40-49;Ens. Médio;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/57;Não Iniciado
MT864;MG;Sudeste;2;Feminino;30-39;Graduação;Ciências Extas;Estrela;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/58;Aprovado
MT865;SP;Sudeste;2;Masculino;50-59;Ens. Médio;Ciências Extas;Constelação;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/59;Reprovado
MT866;BA;Nordeste;2;Feminino;18-29;Ens. Médio;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/60;Não Iniciado
MT867;PR;Sul;3;Masculino;40-49;Pós Graduação;NI;Sol;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/17;Aprovado
MT868;MG;Sudeste;3;Feminino;30-39;NI;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/18;Não Iniciado
MT869;SP;Sudeste;3;Masculino;50-59;Pós Graduação;NI;Cometa;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/19;Aprovado
MT870;RN;Nordeste;3;Feminino;30-39;Pós Graduação;Ciências Extas;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/20;Reprovado
MT871;RN;Nordeste;3;Masculino;40-49;Pós Graduação;NI;Sol;NI;Conhecimento Gerais;EaD;2;Curta duração;T1/21;Não Iniciado
MT872;RS;Sul;3;Feminino;30-39;NI;Ciências Extas;Lua;Gestor;Conhecimento Gerais;EaD;2;Curta duração;T1/22;Aprovado
MT873;SC;Sul;3;Masculino;50-59;Pós Graduação;NI;Lua;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/23;Aprovado
MT874;PR;Sul;3;Feminino;18-29;Pós Graduação;Ciências Extas;Sol;Técnico ;Conhecimento Gerais;EaD;2;Curta duração;T1/24;Aprovado
