Id;Produto;Qte Vendida;Data;Loja; Preço Unitário ;Cor;Tamanho;Genero;;;;;;;;
270;Sapato Masculino;4;04/04/2021;Salvador -BA;R$ 510,99;Preto;22;F;;;;;;;;
271;Tênis;3;09/07/2021;Rio de Janeiro - RJ;R$ 411,11;Branco;44;M;;;;;;;;
272;Sandália;5;01/12/2021;Campinas - SP;R$ 436,33;Verde;36;M;;;;;;;;
273;Chinelos;3;05/02/2021;Curitiba - PR;R$ 476,38;Verde;40;F;;;;;;;;
274;Moda Infantil;2;07/12/2021;Cascavel - PR;R$ 516,42;Azul;39;M;;;;;;;;
275;Sapato Masculino;5;12/11/2021;Florianópolis - SC;R$ 556,46;Vermelho;38;F;;;;;;;;
276;Sapato Feminino;2;15/11/2021;Chapecó - SC;R$ 596,51;Rosa;12;M;;;;;;;;
277;Tênis;4;12/11/2021;Goiânia - GO;R$ 636,55;Preto;1;F;;;;;;;;
278;Tênis;4;12/11/2021;Maringá - PR;R$ 676,60;Branco;37;F;;;;;;;;
279;Moda Adulta;5;27/10/2021;Araçatuba - SP;R$ 716,64;Verde;36;F;;;;;;;;
280;Moda Infantil;2;12/01/2021;Belo Horizonte - MG;R$ 756,68;Verde;34;F;;;;;;;;
281;Moda Bebe;2;06/01/2021;São Paulo - SP;R$ 510,99;Azul;34;M;;;;;;;;
282;Chinelos;1;22/03/2021;Salvador -BA;R$ 411,11;Vermelho;35;M;;;;;;;;
283;Botas;1;19/11/2021;Rio de Janeiro - RJ;R$ 220,00;Rosa;36;F;;;;;;;;
284;Tênis;5;18/10/2021;Campinas - SP;R$ 140,00;Preto;22;M;;;;;;;;
285;Sandália;4;09/02/2021;Curitiba - PR;R$ 144,00;Branco;44;F;;;;;;;;
286;Chinelos;3;19/07/2021;Cascavel - PR;R$ 210,00;Verde;36;M;;;;;;;;
287;Moda Infantil;5;28/05/2021;Florianópolis - SC;R$ 212,99;Verde;40;F;;;;;;;;
288;Sapato Masculino;3;03/08/2021;Chapecó - SC;R$ 199,99;Azul;39;F;;;;;;;;
289;Sapato Feminino;2;19/02/2021;Goiânia - GO;R$ 510,99;Vermelho;38;F;;;;;;;;
290;Tênis;5;27/05/2021;Maringá - PR;R$ 411,11;Rosa;12;F;;;;;;;;
291;Tênis;2;03/04/2021;Araçatuba - SP;R$ 436,33;Preto;41;M;;;;;;;;
292;Moda Adulta;4;02/08/2021;Belo Horizonte - MG;R$ 476,38;Branco;37;M;;;;;;;;
293;Moda Infantil;4;27/08/2021;São Paulo - SP;R$ 516,42;Verde;36;F;;;;;;;;
294;Moda Bebe;5;23/10/2021;Salvador -BA;R$ 556,46;Verde;34;M;;;;;;;;
295;Chinelos;2;30/03/2021;Rio de Janeiro - RJ;R$ 596,51;Azul;34;F;;;;;;;;
296;Botas;2;25/06/2021;Campinas - SP;R$ 636,55;Vermelho;35;M;;;;;;;;
297;Tênis;1;02/04/2021;Curitiba - PR;R$ 676,60;Rosa;36;F;;;;;;;;
298;Sandália;1;11/04/2021;Cascavel - PR;R$ 716,64;Preto;22;F;;;;;;;;
299;Chinelos;5;13/05/2021;Florianópolis - SC;R$ 756,68;Branco;44;F;;;;;;;;
300;Moda Infantil;4;10/02/2021;Chapecó - SC;R$ 510,99;Verde;36;F;;;;;;;;
301;Sapato Masculino;3;11/10/2021;Goiânia - GO;R$ 411,11;Verde;40;M;;;;;;;;
302;Sapato Feminino;5;09/10/2021;Maringá - PR;R$ 220,00;Azul;39;M;;;;;;;;
303;Tênis;3;10/04/2021;Araçatuba - SP;R$ 140,00;Vermelho;38;F;;;;;;;;
304;Tênis;2;12/10/2021;Belo Horizonte - MG;R$ 144,00;Rosa;12;M;;;;;;;;
305;Moda Adulta;5;02/11/2021;São Paulo - SP;R$ 210,00;Preto;1;F;;;;;;;;
306;Moda Infantil;2;27/11/2021;Salvador -BA;R$ 212,99;Branco;37;M;;;;;;;;
307;Moda Bebe;4;26/10/2021;Rio de Janeiro - RJ;R$ 199,99;Verde;36;F;;;;;;;;
308;Chinelos;4;11/03/2021;Campinas - SP;R$ 510,99;Verde;34;F;;;;;;;;
309;Botas;5;15/12/2021;Curitiba - PR;R$ 411,11;Azul;34;F;;;;;;;;
310;Tênis;2;07/06/2021;Cascavel - PR;R$ 436,33;Vermelho;35;F;;;;;;;;
311;Sandália;2;30/12/2021;Florianópolis - SC;R$ 476,38;Rosa;36;M;;;;;;;;
312;Chinelos;1;06/09/2021;Chapecó - SC;R$ 516,42;Preto;22;M;;;;;;;;
313;Moda Infantil;1;14/02/2021;Goiânia - GO;R$ 556,46;Branco;44;F;;;;;;;;
314;Sapato Masculino;5;12/08/2021;Maringá - PR;R$ 596,51;Verde;36;M;;;;;;;;
315;Sapato Feminino;4;07/11/2021;Araçatuba - SP;R$ 636,55;Verde;40;F;;;;;;;;
316;Moda Bebe;3;16/03/2021;Belo Horizonte - MG;R$ 676,60;Azul;39;M;;;;;;;;
317;Chinelos;5;26/08/2021;São Paulo - SP;R$ 716,64;Vermelho;38;F;;;;;;;;
318;Botas;3;03/10/2021;Salvador -BA;R$ 756,68;Rosa;12;F;;;;;;;;
319;Tênis;2;12/03/2021;Rio de Janeiro - RJ;R$ 540,18;Preto;1;F;;;;;;;;
320;Sandália;5;11/06/2021;Campinas - SP;R$ 543,13;Branco;37;F;;;;;;;;
321;Chinelos;2;08/05/2021;Curitiba - PR;R$ 546,09;Verde;36;M;;;;;;;;
322;Moda Infantil;4;13/02/2021;Cascavel - PR;R$ 140,00;Verde;34;M;;;;;;;;
323;Sapato Masculino;4;13/12/2021;Florianópolis - SC;R$ 144,00;Azul;34;F;;;;;;;;
324;Tênis;5;31/05/2021;Chapecó - SC;R$ 210,00;Vermelho;35;M;;;;;;;;
325;Sandália;2;29/08/2021;Goiânia - GO;R$ 212,99;Rosa;36;F;;;;;;;;
326;Chinelos;2;19/09/2021;Maringá - PR;R$ 247,99;Preto;22;M;;;;;;;;
327;Moda Infantil;1;07/11/2021;Araçatuba - SP;R$ 276,49;Branco;44;F;;;;;;;;
328;Sapato Masculino;1;07/09/2021;Belo Horizonte - MG;R$ 304,98;Verde;36;F;;;;;;;;
329;Sapato Feminino;5;17/02/2021;São Paulo - SP;R$ 333,48;Verde;40;F;;;;;;;;
330;Tênis;4;05/08/2021;Salvador -BA;R$ 361,98;Azul;39;F;;;;;;;;
331;Tênis;3;16/02/2021;Rio de Janeiro - RJ;R$ 220,00;Vermelho;38;M;;;;;;;;
332;Moda Adulta;5;18/12/2021;Campinas - SP;R$ 140,00;Rosa;12;M;;;;;;;;
34;Tênis;2;Null;Maringá - PR;R$ 476,38;Verde;M;M;;;;;;;;
334;Moda Bebe;2;27/01/2021;Cascavel - PR;R$ 210,00;Branco;37;M;;;;;;;;
335;Chinelos;5;16/12/2021;Florianópolis - SC;R$ 212,99;Verde;36;F;;;;;;;;
336;Botas;2;18/09/2021;Chapecó - SC;R$ 199,99;Verde;34;M;;;;;;;;
34;Tênis;2;Null;Maringá - PR;R$ 476,38;Verde;M;M;;;;;;;;
338;Sandália;4;11/07/2021;Maringá - PR;R$ 411,11;Vermelho;35;F;;;;;;;;
339;Chinelos;5;03/10/2021;Araçatuba - SP;R$ 220,00;Rosa;36;F;;;;;;;;
340;Moda Infantil;2;25/07/2021;Belo Horizonte - MG;R$ 140,00;Preto;22;F;;;;;;;;
341;Sapato Masculino;2;24/12/2021;Belo Horizonte - MG;R$ 144,00;Branco;44;M;;;;;;;;
34;Tênis;2;Null;Maringá - PR;R$ 476,38;Verde;M;M;;;;;;;;
343;Tênis;1;16/10/2021;Salvador -BA;R$ 212,99;Verde;40;F;;;;;;;;
344;Tênis;5;19/06/2021;Rio de Janeiro - RJ;R$ 199,99;Azul;39;M;;;;;;;;
345;Moda Adulta;4;03/06/2021;Campinas - SP;R$ 510,99;Vermelho;38;F;;;;;;;;
346;Moda Bebe;3;06/09/2021;Curitiba - PR;R$ 411,11;Rosa;12;M;;;;;;;;
34;Tênis;2;Null;Maringá - PR;R$ 476,38;Verde;M;M;;;;;;;;
348;Botas;3;23/08/2021;Florianópolis - SC;R$ 140,00;Branco;37;F;;;;;;;;
349;Tênis;2;06/11/2021;Chapecó - SC;R$ 144,00;Verde;36;F;;;;;;;;
350;Sandália;5;30/08/2021;Goiânia - GO;R$ 210,00;Verde;34;F;;;;;;;;
34;Tênis;2;Null;Maringá - PR;R$ 476,38;Verde;M;M;;;;;;;;
352;Moda Infantil;4;19/02/2021;Araçatuba - SP;R$ 199,99;Vermelho;35;M;;;;;;;;
353;Sapato Masculino;4;24/04/2021;Belo Horizonte - MG;R$ 510,99;Rosa;36;F;;;;;;;;
354;Sapato Feminino;5;16/06/2021;Cascavel - PR;R$ 411,11;Preto;22;M;;;;;;;;
34;Tênis;2;Null;Maringá - PR;R$ 476,38;Verde;M;M00 ;Branco;44;F;;;;;
356;Tênis;2;12/07/2021;Chapecó - SC;R$ 140,00;Verde;36;M;;;;;;;;
357;Sandália;1;27/11/2021;Goiânia - GO;R$ 144,00;Verde;40;F;;;;;;;;
358;Chinelos;1;06/11/2021;Maringá - PR;R$ 210,00;Azul;39;F;;;;;;;;
359;Moda Infantil;5;01/12/2021;Araçatuba - SP;R$ 212,99;Vermelho;38;F;;;;;;;;
360;Sapato Masculino;4;29/06/2021;Belo Horizonte - MG;R$ 199,99;Rosa;12;F;;;;;;;;
361;Tênis;3;14/06/2021;São Paulo - SP;R$ 510,99;Preto;1;M;;;;;;;;
362;Sandália;5;18/10/2021;Salvador -BA;R$ 411,11;Branco;37;M;;;;;;;;
363;Chinelos;3;15/09/2021;Salvador -BA;R$ 436,33;Verde;36;F;;;;;;;;
364;Moda Infantil;2;13/01/2021;Rio de Janeiro - RJ;R$ 476,38;Verde;34;M;;;;;;;;
365;Sapato Masculino;5;24/02/2021;Campinas - SP;R$ 516,42;Azul;34;F;;;;;;;;
366;Sapato Feminino;2;31/07/2021;Curitiba - PR;R$ 556,46;Vermelho;35;M;;;;;;;;
367;Tênis;4;14/12/2021;Cascavel - PR;R$ 596,51;Rosa;36;F;;;;;;;;
368;Tênis;4;24/11/2021;Florianópolis - SC;R$ 636,55;Preto;22;F;;;;;;;;
369;Moda Adulta;5;28/06/2021;Chapecó - SC;R$ 676,60;Branco;44;F;;;;;;;;
370;Moda Infantil;2;08/01/2021;Goiânia - GO;R$ 716,64;Verde;36;F;;;;;;;;
371;Moda Bebe;2;24/12/2021;Maringá - PR;R$ 756,68;Verde;40;M;;;;;;;;
372;Chinelos;1;03/04/2021;Araçatuba - SP;R$ 510,99;Azul;39;M;;;;;;;;
373;Botas;1;18/07/2021;Belo Horizonte - MG;R$ 411,11;Vermelho;38;F;;;;;;;;
374;Tênis;5;07/06/2021;Salvador -BA;R$ 220,00;Rosa;12;M;;;;;;;;
375;Sandália;4;19/03/2021;Rio de Janeiro - RJ;R$ 140,00;Preto;1;F;;;;;;;;
376;Chinelos;3;24/07/2021;Campinas - SP;R$ 144,00;Branco;37;M;;;;;;;;
377;Moda Infantil;5;07/04/2021;Curitiba - PR;R$ 210,00;Verde;36;F;;;;;;;;
378;Sapato Masculino;3;11/08/2021;Cascavel - PR;R$ 212,99;Verde;34;F;;;;;;;;
379;Sapato Feminino;2;31/05/2021;Florianópolis - SC;R$ 199,99;Azul;34;F;;;;;;;;
380;Tênis;5;01/08/2021;Chapecó - SC;R$ 510,99;Vermelho;35;F;;;;;;;;
381;Tênis;2;19/04/2021;Goiânia - GO;R$ 411,11;Rosa;36;M;;;;;;;;
382;Moda Adulta;4;12/08/2021;Maringá - PR;R$ 436,33;Preto;22;M;;;;;;;;
383;Moda Infantil;4;07/10/2021;Araçatuba - SP;R$ 476,38;Branco;44;F;;;;;;;;
384;Moda Bebe;5;27/04/2021;Belo Horizonte - MG;R$ 516,42;Verde;36;M;;;;;;;;
385;Chinelos;2;28/02/2021;São Paulo - SP;R$ 556,46;Verde;40;F;;;;;;;;
386;Botas;2;01/09/2021;Salvador -BA;R$ 596,51;Azul;39;M;;;;;;;;
387;Tênis;1;23/12/2021;Rio de Janeiro - RJ;R$ 636,55;Vermelho;38;F;;;;;;;;
388;Sandália;1;26/01/2021;Campinas - SP;R$ 676,60;Rosa;12;F;;;;;;;;
389;Chinelos;5;02/08/2021;Curitiba - PR;R$ 716,64;Preto;41;F;;;;;;;;
390;Moda Infantil;4;05/12/2021;Cascavel - PR;R$ 756,68;Branco;37;F;;;;;;;;
391;Sapato Masculino;3;14/01/2021;Florianópolis - SC;R$ 510,99;Verde;36;M;;;;;;;;
392;Sapato Feminino;5;22/10/2021;Chapecó - SC;R$ 411,11;Verde;34;M;;;;;;;;
393;Tênis;3;25/05/2021;Goiânia - GO;R$ 220,00;Azul;34;F;;;;;;;;
394;Tênis;2;30/10/2021;Maringá - PR;R$ 140,00;Vermelho;35;M;;;;;;;;
395;Moda Adulta;5;20/01/2021;Araçatuba - SP;R$ 144,00;Rosa;36;F;;;;;;;;
396;Moda Infantil;2;15/08/2021;Belo Horizonte - MG;R$ 210,00;Preto;22;M;;;;;;;;
397;Moda Bebe;4;30/01/2021;São Paulo - SP;R$ 212,99;Branco;44;F;;;;;;;;
398;Chinelos;4;05/12/2021;Salvador -BA;R$ 199,99;Verde;36;F;;;;;;;;
399;Botas;5;20/05/2021;Rio de Janeiro - RJ;R$ 510,99;Verde;40;F;;;;;;;;
400;Tênis;2;30/04/2021;Campinas - SP;R$ 411,11;Azul;39;F;;;;;;;;
401;Sandália;2;06/06/2021;Curitiba - PR;R$ 436,33;Vermelho;38;M;;;;;;;;
402;Chinelos;1;12/01/2021;Cascavel - PR;R$ 476,38;Rosa;12;M;;;;;;;;
403;Moda Infantil;1;09/05/2021;Florianópolis - SC;R$ 516,42;Preto;1;F;;;;;;;;
404;Sapato Masculino;5;26/12/2021;Chapecó - SC;R$ 556,46;Branco;37;M;;;;;;;;
405;Sapato Feminino;4;04/05/2021;Goiânia - GO;R$ 596,51;Verde;36;F;;;;;;;;
406;Moda Bebe;5;11/02/2021;Maringá - PR;R$ 636,55;Verde;34;M;;;;;;;;
407;Chinelos;2;07/10/2021;Araçatuba - SP;R$ 676,60;Azul;34;F;;;;;;;;
408;Botas;2;04/09/2021;Belo Horizonte - MG;R$ 716,64;Vermelho;35;F;;;;;;;;
409;Tênis;1;12/07/2021;São Paulo - SP;R$ 756,68;Rosa;36;F;;;;;;;;
410;Sandália;1;12/03/2021;Salvador -BA;R$ 510,99;Preto;22;F;;;;;;;;
411;Chinelos;5;06/11/2021;Rio de Janeiro - RJ;R$ 411,11;Branco;44;M;;;;;;;;
412;Moda Infantil;4;24/12/2021;Campinas - SP;R$ 220,00;Verde;36;M;;;;;;;;
413;Sapato Masculino;3;07/06/2021;Curitiba - PR;R$ 140,00;Verde;40;F;;;;;;;;
414;Tênis;5;30/09/2021;Cascavel - PR;R$ 144,00;Azul;39;M;;;;;;;;
415;Sandália;3;11/02/2021;Florianópolis - SC;R$ 210,00;Vermelho;38;F;;;;;;;;
416;Chinelos;2;06/07/2021;Chapecó - SC;R$ 212,99;Rosa;12;M;;;;;;;;
417;Moda Infantil;5;01/11/2021;Goiânia - GO;R$ 199,99;Preto;1;F;;;;;;;;
418;Sapato Masculino;2;22/04/2021;Maringá - PR;R$ 510,99;Branco;37;F;;;;;;;;
419;Sapato Feminino;4;22/05/2021;Araçatuba - SP;R$ 411,11;Verde;36;F;;;;;;;;
420;Tênis;4;29/11/2021;Belo Horizonte - MG;R$ 436,33;Verde;34;F;;;;;;;;
421;Tênis;5;03/09/2021;São Paulo - SP;R$ 476,38;Azul;34;M;;;;;;;;
422;Moda Adulta;2;04/10/2021;Salvador -BA;R$ 516,42;Vermelho;35;M;;;;;;;;
423;Moda Infantil;2;20/04/2021;Rio de Janeiro - RJ;R$ 556,46;Rosa;36;F;;;;;;;;
424;Moda Bebe;1;11/02/2021;Campinas - SP;R$ 596,51;Preto;22;M;;;;;;;;
425;Chinelos;1;27/05/2021;Curitiba - PR;R$ 636,55;Branco;44;F;;;;;;;;
426;Botas;5;28/07/2021;Cascavel - PR;R$ 676,60;Verde;36;M;;;;;;;;
427;Tênis;4;15/10/2021;Florianópolis - SC;R$ 716,64;Verde;40;F;;;;;;;;
428;Sandália;3;26/08/2021;Chapecó - SC;R$ 756,68;Azul;39;F;;;;;;;;
429;Chinelos;5;16/04/2021;Goiânia - GO;R$ 540,18;Vermelho;38;F;;;;;;;;
430;Moda Infantil;3;10/07/2021;Maringá - PR;R$ 543,13;Rosa;12;F;;;;;;;;
431;Sapato Masculino;2;09/03/2021;Araçatuba - SP;R$ 546,09;Preto;1;M;;;;;;;;
432;Sapato Feminino;5;01/01/2021;Belo Horizonte - MG;R$ 140,00;Branco;37;M;;;;;;;;
433;Tênis;2;06/02/2021;São Paulo - SP;R$ 144,00;Verde;36;F;;;;;;;;
434;Tênis;4;24/10/2021;Salvador -BA;R$ 210,00;Verde;34;M;;;;;;;;
435;Moda Adulta;4;23/06/2021;Rio de Janeiro - RJ;R$ 212,99;Azul;34;F;;;;;;;;
436;Moda Bebe;5;02/12/2021;Campinas - SP;R$ 247,99;Vermelho;35;M;;;;;;;;
437;Chinelos;2;27/11/2021;Curitiba - PR;R$ 276,49;Rosa;36;F;;;;;;;;
438;Botas;2;10/09/2021;Cascavel - PR;R$ 304,98;Preto;22;F;;;;;;;;
439;Tênis;1;13/08/2021;Florianópolis - SC;R$ 333,48;Branco;44;F;;;;;;;;
440;Sandália;1;28/12/2021;Chapecó - SC;R$ 361,98;Verde;36;F;;;;;;;;
441;Chinelos;5;08/05/2021;Goiânia - GO;R$ 220,00;Verde;40;M;;;;;;;;
442;Moda Infantil;4;12/12/2021;Maringá - PR;R$ 140,00;Azul;39;M;;;;;;;;
443;Sapato Masculino;3;03/02/2021;Araçatuba - SP;R$ 144,00;Vermelho;38;F;;;;;;;;
444;Sapato Feminino;5;02/06/2021;Belo Horizonte - MG;R$ 210,00;Rosa;12;M;;;;;;;;
445;Tênis;3;09/02/2021;São Paulo - SP;R$ 212,99;Preto;1;F;;;;;;;;
446;Tênis;2;15/07/2021;Salvador -BA;R$ 199,99;Branco;37;M;;;;;;;;
447;Sandália;5;08/10/2021;Rio de Janeiro - RJ;R$ 510,99;Verde;36;F;;;;;;;;
448;Chinelos;2;29/04/2021;Campinas - SP;R$ 411,11;Verde;34;F;;;;;;;;
449;Moda Infantil;4;08/11/2021;Curitiba - PR;R$ 220,00;Azul;34;F;;;;;;;;
450;Sapato Masculino;4;03/12/2021;Cascavel - PR;R$ 140,00;Vermelho;35;F;;;;;;;;
451;Tênis;5;15/07/2021;Florianópolis - SC;R$ 144,00;Rosa;36;M;;;;;;;;
452;Sandália;2;21/04/2021;Chapecó - SC;R$ 210,00;Preto;22;M;;;;;;;;
453;Chinelos;2;02/04/2021;Goiânia - GO;R$ 212,99;Branco;44;F;;;;;;;;
454;Moda Infantil;1;18/08/2021;Maringá - PR;R$ 199,99;Verde;36;M;;;;;;;;
455;Sapato Masculino;1;31/10/2021;Araçatuba - SP;R$ 510,99;Verde;40;F;;;;;;;;
456;Sapato Feminino;5;10/03/2021;Belo Horizonte - MG;R$ 411,11;Azul;39;M;;;;;;;;
457;Tênis;4;16/04/2021;São Paulo - SP;R$ 220,00;Vermelho;38;F;;;;;;;;
458;Tênis;3;18/02/2021;Salvador -BA;R$ 140,00;Rosa;12;F;;;;;;;;
459;Moda Adulta;5;21/08/2021;Rio de Janeiro - RJ;R$ 144,00;Preto;1;F;;;;;;;;
460;Moda Infantil;3;06/05/2021;Campinas - SP;R$ 210,00;Branco;37;F;;;;;;;;
461;Moda Bebe;2;24/08/2021;Curitiba - PR;R$ 212,99;Verde;36;M;;;;;;;;
462;Chinelos;5;14/12/2021;Cascavel - PR;R$ 199,99;Verde;34;M;;;;;;;;
463;Botas;2;18/03/2021;Florianópolis - SC;R$ 510,99;Azul;34;F;;;;;;;;
464;Tênis;4;11/01/2021;Chapecó - SC;R$ 411,11;Vermelho;35;M;;;;;;;;
465;Sandália;4;10/10/2021;Goiânia - GO;R$ 220,00;Rosa;36;F;;;;;;;;
466;Chinelos;5;23/12/2021;Maringá - PR;R$ 140,00;Preto;22;M;;;;;;;;
467;Moda Infantil;2;23/01/2021;Araçatuba - SP;R$ 144,00;Branco;44;F;;;;;;;;
468;Sapato Masculino;2;28/10/2021;Belo Horizonte - MG;R$ 210,00;Verde;36;F;;;;;;;;
469;Sapato Feminino;1;19/02/2021;Belo Horizonte - MG;R$ 212,99;Verde;40;F;;;;;;;;
470;Tênis;1;17/01/2021;São Paulo - SP;R$ 199,99;Azul;39;F;;;;;;;;
471;Tênis;5;02/02/2021;Salvador -BA;R$ 510,99;Vermelho;38;M;;;;;;;;
472;Moda Adulta;4;23/06/2021;Rio de Janeiro - RJ;R$ 411,11;Rosa;12;M;;;;;;;;
473;Moda Infantil;3;12/05/2021;Campinas - SP;R$ 436,33;Preto;1;F;;;;;;;;
474;Moda Bebe;5;16/05/2021;Curitiba - PR;R$ 476,38;Branco;37;M;;;;;;;;
475;Chinelos;3;04/01/2021;Cascavel - PR;R$ 516,42;Verde;36;F;;;;;;;;
476;Botas;2;26/12/2021;Florianópolis - SC;R$ 556,46;Verde;34;M;;;;;;;;
477;Tênis;5;05/04/2021;Chapecó - SC;R$ 596,51;Azul;34;F;;;;;;;;
478;Sandália;2;23/09/2021;Goiânia - GO;R$ 636,55;Vermelho;35;F;;;;;;;;
479;Chinelos;4;18/02/2021;Maringá - PR;R$ 676,60;Rosa;36;F;;;;;;;;
480;Moda Infantil;4;29/04/2021;Araçatuba - SP;R$ 716,64;Preto;22;F;;;;;;;;
481;Sapato Masculino;5;21/02/2021;Belo Horizonte - MG;R$ 756,68;Branco;44;M;;;;;;;;
482;Sapato Feminino;2;22/09/2021;Cascavel - PR;R$ 510,99;Verde;36;M;;;;;;;;
483;Tênis;2;10/10/2021;Florianópolis - SC;R$ 411,11;Verde;40;F;;;;;;;;
484;Tênis;1;28/07/2021;Chapecó - SC;R$ 220,00;Azul;39;M;;;;;;;;
485;Moda Adulta;1;21/02/2021;Goiânia - GO;R$ 140,00;Vermelho;38;F;;;;;;;;
486;Moda Infantil;5;12/11/2021;Maringá - PR;R$ 144,00;Rosa;12;M;;;;;;;;
487;Moda Bebe;4;02/10/2021;Araçatuba - SP;R$ 210,00;Preto;41;F;;;;;;;;
488;Chinelos;3;08/05/2021;Belo Horizonte - MG;R$ 212,99;Branco;37;F;;;;;;;;
489;Botas;5;20/02/2021;São Paulo - SP;R$ 199,99;Verde;36;F;;;;;;;;
490;Tênis;3;13/02/2021;Salvador -BA;R$ 510,99;Verde;34;F;;;;;;;;
491;Sandália;2;15/11/2021;Salvador -BA;R$ 411,11;Azul;34;M;;;;;;;;
492;Chinelos;5;20/12/2021;Rio de Janeiro - RJ;R$ 436,33;Vermelho;35;M;;;;;;;;
493;Moda Infantil;2;01/02/2021;Campinas - SP;R$ 476,38;Rosa;36;F;;;;;;;;
494;Sapato Masculino;4;28/03/2021;Curitiba - PR;R$ 516,42;Preto;22;M;;;;;;;;
495;Sapato Feminino;4;03/12/2021;Cascavel - PR;R$ 556,46;Branco;44;F;;;;;;;;
496;Moda Bebe;5;26/05/2021;Florianópolis - SC;R$ 596,51;Verde;36;M;;;;;;;;
497;Chinelos;2;07/01/2021;Chapecó - SC;R$ 636,55;Verde;40;F;;;;;;;;
498;Botas;2;26/09/2021;Goiânia - GO;R$ 676,60;Azul;39;F;;;;;;;;
499;Tênis;1;08/10/2021;Maringá - PR;R$ 716,64;Vermelho;38;F;;;;;;;;
500;Sandália;1;24/06/2021;Araçatuba - SP;R$ 756,68;Rosa;12;F;;;;;;;;
501;Chinelos;5;03/03/2021;Belo Horizonte - MG;R$ 510,99;Preto;1;M;;;;;;;;
502;Moda Infantil;4;13/08/2021;Salvador -BA;R$ 411,11;Branco;37;M;;;;;;;;
503;Sapato Masculino;3;02/11/2021;Rio de Janeiro - RJ;R$ 220,00;Verde;36;F;;;;;;;;
504;Tênis;5;28/10/2021;Campinas - SP;R$ 140,00;Verde;34;M;;;;;;;;
505;Sandália;3;04/02/2021;Curitiba - PR;R$ 144,00;Azul;34;F;;;;;;;;
506;Chinelos;2;26/05/2021;Cascavel - PR;R$ 210,00;Vermelho;35;M;;;;;;;;
507;Moda Infantil;5;24/11/2021;Florianópolis - SC;R$ 212,99;Rosa;36;F;;;;;;;;
508;Sapato Masculino;2;14/02/2021;Chapecó - SC;R$ 199,99;Preto;22;F;;;;;;;;
509;Sapato Feminino;4;26/06/2021;Goiânia - GO;R$ 510,99;Branco;44;F;;;;;;;;
510;Tênis;4;07/07/2021;Maringá - PR;R$ 411,11;Verde;36;F;;;;;;;;
511;Tênis;5;26/08/2021;Araçatuba - SP;R$ 436,33;Verde;40;M;;;;;;;;
512;Moda Adulta;2;12/06/2021;Belo Horizonte - MG;R$ 476,38;Azul;39;M;;;;;;;;
513;Moda Infantil;2;05/02/2021;São Paulo - SP;R$ 516,42;Vermelho;38;F;;;;;;;;
514;Moda Bebe;1;10/07/2021;Salvador -BA;R$ 556,46;Rosa;12;M;;;;;;;;
515;Chinelos;1;18/12/2021;Rio de Janeiro - RJ;R$ 596,51;Preto;1;F;;;;;;;;
516;Botas;5;24/07/2021;Campinas - SP;R$ 636,55;Branco;37;M;;;;;;;;
517;Tênis;4;21/10/2021;Curitiba - PR;R$ 676,60;Verde;36;F;;;;;;;;
518;Sandália;3;11/06/2021;Cascavel - PR;R$ 716,64;Verde;34;F;;;;;;;;
519;Chinelos;5;18/11/2021;Florianópolis - SC;R$ 756,68;Azul;34;F;;;;;;;;
520;Moda Infantil;3;05/10/2021;Chapecó - SC;R$ 510,99;Vermelho;35;F;;;;;;;;
521;Sapato Masculino;2;14/01/2021;Goiânia - GO;R$ 411,11;Rosa;36;M;;;;;;;;
522;Sapato Feminino;5;01/02/2021;Maringá - PR;R$ 220,00;Preto;22;M;;;;;;;;
523;Tênis;2;06/03/2021;Araçatuba - SP;R$ 140,00;Branco;44;F;;;;;;;;
524;Tênis;4;04/08/2021;Belo Horizonte - MG;R$ 144,00;Verde;36;M;;;;;;;;
525;Moda Adulta;4;24/06/2021;São Paulo - SP;R$ 210,00;Verde;40;F;;;;;;;;
526;Moda Bebe;5;25/06/2021;Salvador -BA;R$ 212,99;Azul;39;M;;;;;;;;
527;Chinelos;2;09/05/2021;Rio de Janeiro - RJ;R$ 199,99;Vermelho;38;F;;;;;;;;
528;Botas;2;18/10/2021;Campinas - SP;R$ 510,99;Rosa;12;F;;;;;;;;
529;Tênis;1;11/01/2021;Curitiba - PR;R$ 411,11;Preto;1;F;;;;;;;;
530;Sandália;1;14/08/2021;Cascavel - PR;R$ 436,33;Branco;37;F;;;;;;;;
531;Chinelos;5;10/09/2021;Florianópolis - SC;R$ 476,38;Verde;36;M;;;;;;;;
532;Moda Infantil;4;24/12/2021;Chapecó - SC;R$ 516,42;Verde;34;M;;;;;;;;
533;Sapato Masculino;3;11/09/2021;Goiânia - GO;R$ 556,46;Azul;34;F;;;;;;;;
534;Sapato Feminino;5;31/12/2021;Maringá - PR;R$ 596,51;Vermelho;35;M;;;;;;;;
535;Tênis;3;17/05/2021;Araçatuba - SP;R$ 636,55;Rosa;36;F;;;;;;;;
536;Tênis;2;08/01/2021;Belo Horizonte - MG;R$ 676,60;Preto;22;M;;;;;;;;
537;Sandália;5;18/08/2021;São Paulo - SP;R$ 716,64;Branco;44;F;;;;;;;;
538;Chinelos;2;06/02/2021;Salvador -BA;R$ 756,68;Verde;36;F;;;;;;;;
539;Moda Infantil;4;21/11/2021;Rio de Janeiro - RJ;R$ 540,18;Verde;40;F;;;;;;;;
